-0.016845703,-0.06689453,0.14648438,-0.15917969,0.088378906,-0.32617188,-0.06933594,0.22265625,0.14355469,0.22070312,0.03857422,-0.16308594,-0.17871094,0.20800781,-0.012023926,-0.063964844,-0.15917969,-0.0038146973,-0.16601562,0.12597656,-0.056640625,-0.13476562,-0.016967773,-0.15527344,0.140625,0.064941406,0.067871094,-0.047851562,-0.039794922,-0.052246094,-0.044189453,-0.067871094,0.13867188,-0.33007812,-0.22949219,0.23925781,0.13476562,0.076660156,-0.096191406,0.017211914,0.115234375,-0.10546875,-0.12792969,0.1796875,0.05493164,0.07910156,0.037597656,-0.10107422,-0.06738281,0.3203125,-0.59375,0.33007812,-0.10546875,-0.20507812,-0.088378906,0.13671875,0.17871094,0.01586914,-0.022460938,0.103515625,-0.34765625,0.15039062,-0.28125,-0.19042969,-0.375,-0.080078125,0.06640625,0.06738281,0.038330078,-0.20410156,-0.19140625,0.27539062,-0.012512207,0.42382812,-0.22460938,0.044189453,-0.11669922,-0.16113281,0.125,-0.0039367676,0.14355469,-0.041992188,-0.22753906,-0.0021514893,-0.22363281,-0.110839844,-0.22949219,-0.22851562,-0.12109375,0.029174805,-0.21484375,0.30078125,0.005493164,0.14257812,-0.12597656,0.16308594,0.080078125,0.13867188,9.1552734e-05,0.08496094,0.15917969,-0.12402344,0.375,-0.13085938,0.20019531,-0.072265625,0.044189453,-0.05102539,0.076660156,-0.13085938,-0.13574219,0.21972656,0.17089844,-0.001663208,0.17089844,-0.045166016,0.044189453,0.390625,0.0017547607,0.18457031,-0.22070312,0.11816406,-0.060058594,-0.24023438,0.25976562,-0.06347656,-0.18359375,-0.026733398,0.33007812,0.11767578,0.18261719,-0.35742188,-0.107910156,0.047851562,0.014465332,-0.01977539,-0.14453125,-0.14355469,-0.13085938,0.17382812,0.09375,-0.11230469,0.2421875,0.13769531,0.31835938,0.16308594,0.16699219,-0.06933594,-0.26757812,-0.14746094,-0.18945312,-0.14746094,0.09863281,-0.003616333,0.16699219,-0.056884766,0.096191406,0.17382812,0.23730469,0.06933594,-0.18945312,-0.24121094,0.12695312,0.10253906,0.08300781,0.068847656,0.045166016,0.19921875,-0.10498047,-0.04638672,-0.5078125,-0.031982422,-0.106933594,-0.45703125,0.11279297,-0.016479492,-0.29296875,-0.17480469,-0.11767578,-0.09423828,-0.026367188,-0.024902344,-0.016479492,0.21679688,0.07421875,0.17480469,-0.014831543,-0.09375,0.123046875,-0.27539062,0.050048828,-0.31445312,0.14257812,-0.32226562,-0.37304688,-0.23339844,0.14160156,0.14648438,0.064453125,-0.08203125,-0.18066406,0.08154297,0.09765625,-0.13476562,-0.30859375,-0.010314941,-0.07421875,-0.080078125,0.015380859,-0.10888672,0.123046875,0.07128906,0.0625,0.16503906,0.22265625,0.19140625,0.09033203,0.043945312,-0.04638672,-0.08984375,-0.20214844,-0.11425781,0.0046081543,0.12792969,0.036132812,-0.24804688,-0.053710938,0.036621094,-0.18164062,0.0064086914,0.17382812,-0.09667969,0.10986328,0.25390625,0.12988281,-0.13085938,0.07861328,0.068847656,-0.21191406,0.140625,-0.25585938,0.38085938,0.091308594,-0.03173828,0.23046875,0.02319336,-0.013549805,0.083984375,0.29882812,-0.05883789,0.118652344,0.10253906,-0.17089844,0.140625,0.061767578,0.27734375,0.16015625,-0.032226562,0.06542969,-0.20996094,-0.05810547,0.0032806396,-0.26953125,0.107421875,0.265625,0.14160156,-0.34179688,0.11621094,-0.203125,0.13671875,0.32226562,0.234375,-0.09082031,-0.00029945374,0.37304688,-0.08251953,-0.24609375,-0.019042969,-0.19238281,-0.23828125,0.24511719,0.033447266,0.22265625,0.20019531,0.17675781,-0.13671875,-0.16113281,0.21289062,-0.026855469,0.29101562,0.02331543,-0.09326172,-0.23242188,-0.29882812,-0.06933594,-0.23730469,-0.049804688,0.025268555,-0.03149414,0.080566406
-0.020507812,-0.012451172,-0.12792969,0.21777344,-0.140625,0.026123047,0.044433594,0.037109375,-0.14160156,0.03466797,0.23925781,-0.50390625,0.026367188,-0.034423828,-0.029907227,0.12988281,-0.16699219,0.20703125,-0.28710938,0.05493164,0.16992188,-0.15917969,0.09472656,-0.22070312,-0.1953125,0.114746094,-0.24511719,0.23535156,0.100097656,-0.0703125,-0.21972656,0.0030975342,-0.014831543,-0.12402344,-0.012145996,0.049072266,-0.24511719,-0.002456665,0.057617188,0.27148438,0.079589844,-0.15917969,-0.0234375,-0.011108398,-0.063964844,-0.15722656,0.24804688,0.027954102,-0.08642578,0.096191406,0.08935547,0.053222656,0.26757812,0.06542969,0.14453125,-0.061279297,0.24414062,-0.16113281,0.10644531,0.036621094,0.122558594,0.12402344,0.26953125,0.071777344,0.051513672,-0.10644531,0.110839844,0.03149414,-0.25585938,0.08203125,0.2734375,0.059570312,-0.17773438,0.13671875,-0.038330078,-0.12597656,0.107421875,-0.16601562,0.096191406,-0.16601562,-0.064941406,-0.14355469,0.25,-0.049804688,-0.32421875,-0.16601562,-0.21289062,0.18359375,0.06542969,-0.37695312,-0.140625,-0.01940918,-0.0859375,-0.036621094,0.20117188,-0.33984375,0.08496094,-0.171875,0.08544922,-0.28710938,-0.030273438,-0.14550781,0.20898438,0.29101562,0.31640625,-0.24804688,-0.05126953,-0.2109375,0.12060547,0.15625,-0.022338867,0.25,0.15820312,0.140625,0.103027344,0.0045166016,0.15625,-0.39257812,-0.25,-0.17871094,-0.38671875,0.140625,-0.29882812,-0.23632812,-0.14550781,0.09082031,-0.13183594,-0.14160156,0.15527344,-0.20800781,-0.07080078,-0.031982422,-0.123046875,0.052734375,-0.27539062,0.037109375,0.26367188,-0.31054688,0.23925781,0.049316406,0.048339844,0.09765625,0.0034637451,0.1171875,0.083984375,0.13476562,-0.1796875,-0.06982422,-0.18261719,-0.32226562,0.36914062,0.08886719,-0.25,-0.16113281,-0.24609375,0.18847656,-0.0703125,-0.26757812,-0.15820312,0.0625,0.071777344,-0.028198242,0.20605469,-0.008728027,0.16015625,0.053710938,-0.15820312,0.1484375,0.1796875,-0.14257812,-0.06298828,-0.071777344,0.13964844,0.24511719,-0.12109375,0.048583984,0.03564453,0.068847656,-0.52734375,0.095214844,-0.091796875,-0.03112793,-0.08544922,0.1953125,0.01361084,-0.087890625,0.39453125,0.24804688,0.10839844,0.22070312,-0.08544922,0.030639648,-0.110839844,0.07910156,0.15234375,0.21386719,-0.12597656,-0.25195312,-0.3203125,0.15917969,-0.047607422,-0.19628906,-0.078125,-0.045654297,-0.027954102,-0.06738281,-0.04711914,0.072753906,0.3046875,-0.010498047,-0.45117188,-0.10058594,-0.12792969,0.04296875,-0.21679688,0.12402344,0.1640625,-0.1171875,-0.296875,-0.17285156,0.12988281,-0.049316406,0.004272461,-0.26757812,0.037109375,-0.15039062,0.12792969,-0.010314941,0.25976562,-0.32226562,-0.008239746,0.0859375,-0.14941406,0.28515625,-0.10888672,0.041748047,0.37304688,0.125,0.14941406,-0.020263672,0.14746094,-0.17089844,-0.13085938,-0.16210938,0.18847656,0.28515625,-0.008850098,0.23242188,0.07128906,-0.10498047,-0.20605469,0.22949219,-0.34375,0.03930664,-0.09863281,0.013305664,-0.007385254,-0.09716797,-0.3359375,-0.040283203,-0.17773438,-0.016967773,-0.06298828,0.08544922,0.12109375,-0.25195312,-0.096191406,-0.16015625,-0.296875,0.10644531,-0.0703125,0.171875,-0.21191406,0.39648438,0.16894531,-0.15820312,0.125,0.15820312,0.11279297,-0.087402344,0.33007812,-0.03149414,0.09814453,0.13769531,-0.16699219,-0.042236328,0.004211426,0.17089844,0.203125,0.28710938,-0.19335938,0.095703125,-0.36523438,0.24511719,0.16796875,-0.055908203,-0.020141602,0.3515625,-0.12695312,0.12207031
0.1328125,0.28710938,0.09277344,0.09326172,0.22851562,0.12890625,-0.10449219,-0.23730469,-0.050048828,0.110839844,0.12060547,-0.031982422,-0.23730469,-0.18847656,-0.16210938,-0.21191406,0.13476562,0.31640625,0.107910156,-0.24804688,-0.087890625,0.22851562,-0.12597656,-0.21191406,-0.0014724731,-0.06738281,-0.13378906,-0.17773438,-0.07910156,0.083496094,0.009277344,0.10986328,0.10644531,-0.06298828,0.17578125,0.021606445,0.12158203,0.07421875,0.21484375,0.25,0.27734375,0.0074768066,0.17285156,-0.056640625,-0.02709961,-0.03125,-0.056640625,-0.13085938,0.049072266,0.07910156,-0.07763672,0.29101562,0.05883789,-0.14941406,0.20703125,-0.17871094,0.12988281,-0.140625,0.13378906,-0.10498047,-0.18457031,0.32226562,-0.049072266,-0.17089844,0.10546875,0.22265625,-0.0063476562,-0.022705078,0.1640625,0.06689453,0.265625,-0.19140625,-0.008850098,0.19238281,-0.23535156,-0.1796875,0.08984375,-0.29882812,0.09326172,0.08984375,-0.15625,0.032714844,0.203125,0.25,0.084472656,-0.008972168,-0.055419922,0.104003906,0.091796875,0.16210938,-0.05444336,-0.033935547,-0.111328125,0.01928711,0.10449219,-0.032714844,0.33007812,-0.048583984,-0.23535156,-0.20996094,-0.25585938,0.083984375,0.1796875,-0.19140625,-0.10986328,-0.07421875,0.03955078,-0.103515625,-0.118652344,-0.09423828,0.07763672,0.013061523,-0.12207031,-0.005340576,0.06347656,-0.11035156,0.095214844,0.041992188,0.036376953,-0.23632812,-0.044921875,-0.12695312,-0.0072021484,0.30078125,-0.20019531,-0.2734375,-0.13769531,-0.057373047,-0.26953125,-0.010681152,-0.030639648,-0.20703125,-0.18847656,-0.06640625,-0.23828125,-0.2890625,0.027709961,0.14746094,-0.21191406,0.0068359375,-0.22460938,-0.12597656,0.111816406,0.053710938,0.0032348633,0.28320312,-0.05053711,-0.13183594,-0.25585938,-0.051757812,0.037841797,0.12597656,-0.18652344,0.064453125,0.009643555,0.044189453,-0.14453125,-0.41992188,0.088378906,-0.16308594,0.0703125,0.12597656,0.16015625,0.06225586,-0.103027344,-0.15722656,0.16601562,-0.12988281,-0.08105469,-0.013549805,-0.28125,-0.20703125,0.14550781,0.06347656,-0.05859375,0.1015625,-0.16015625,-0.30078125,-0.15722656,0.0859375,0.24414062,0.01953125,0.20800781,0.025512695,-0.0050354004,0.064453125,-0.25585938,-0.18066406,0.05908203,-0.26367188,-0.030761719,0.049072266,0.106933594,-0.12792969,0.011352539,0.16113281,-0.06347656,0.0013580322,0.063964844,-0.014221191,-0.0390625,0.004852295,-0.041748047,-0.12597656,0.0043640137,-0.15527344,-0.029418945,-0.06298828,-0.2109375,0.08886719,0.21484375,0.32617188,0.16113281,0.125,-0.13769531,-0.14550781,-0.11230469,-0.15332031,-0.31640625,-0.20214844,-0.017089844,-0.15429688,0.059326172,-0.06347656,0.087402344,0.07763672,-0.056884766,-0.07519531,0.12402344,-0.1484375,-0.1875,-0.015991211,-0.08544922,-0.013000488,0.16210938,0.02709961,-0.05493164,-0.32226562,0.036621094,-0.041015625,-0.09667969,0.099609375,0.001083374,-0.24902344,0.080566406,0.18652344,-0.016357422,-0.14160156,0.071777344,-0.10546875,0.060058594,0.0859375,0.08935547,0.037353516,-0.021972656,0.067871094,-0.16894531,0.030639648,-0.24121094,0.052001953,-0.004486084,0.08496094,0.17285156,0.018432617,-0.13574219,0.26171875,-0.0049743652,0.0023498535,-0.007446289,0.123535156,0.056152344,0.063964844,0.042236328,0.05102539,0.09863281,-0.16796875,-0.09716797,0.033935547,-0.22851562,-0.17871094,0.009338379,-0.17675781,0.083496094,0.080078125,0.0026855469,-0.25390625,-0.068359375,0.09716797,-0.03466797,0.076171875,-0.20996094,0.23925781,-0.026123047,-0.06982422,0.037597656,0.29296875,0.234375,-0.107421875,0.07910156,-0.030639648
-0.024902344,0.021972656,-0.03540039,0.13671875,0.016357422,-0.027954102,-0.024291992,-0.13964844,0.057373047,0.06225586,-0.11767578,-0.09716797,-0.17480469,-0.020629883,-0.119140625,0.099121094,0.060302734,0.140625,-0.06298828,-0.048828125,-0.045410156,0.034179688,0.011291504,-0.045166016,0.1953125,-0.038330078,-0.13183594,0.06347656,-0.018798828,0.1328125,0.057128906,0.022216797,-0.046875,0.09082031,-0.17578125,0.024658203,-0.048583984,0.0055236816,0.05493164,0.012023926,0.12060547,0.029785156,-0.15917969,0.09472656,-0.05444336,0.010681152,0.11328125,-0.040527344,0.24121094,0.12792969,-0.015014648,0.044921875,-0.12792969,-0.091308594,0.13964844,0.15429688,-0.08154297,0.016479492,0.038085938,-0.14160156,0.00579834,0.068359375,-0.16992188,-0.104003906,-0.09667969,0.10595703,-0.025512695,0.060791016,-0.14160156,0.17871094,0.09375,0.13574219,-0.022949219,0.05908203,0.05102539,-0.15625,0.140625,0.24414062,0.053466797,0.19433594,0.042236328,-0.12451172,-0.0077209473,-0.03857422,0.12207031,-0.1796875,-0.25585938,-0.01977539,-0.07373047,0.15039062,-0.012573242,0.06933594,-0.014160156,-0.045410156,-0.080078125,-0.09765625,0.055908203,0.018310547,-0.09375,0.16503906,0.064941406,-0.20800781,-0.140625,0.02368164,0.020263672,0.060058594,0.07470703,-0.036865234,0.026489258,-0.0024871826,0.0037231445,0.076660156,-0.04663086,-0.08105469,-0.03564453,0.19921875,0.15332031,0.07421875,0.039794922,0.06347656,-0.10644531,-0.0390625,-0.111328125,-0.021606445,-0.055419922,-0.09033203,-0.0039367676,-0.11376953,0.12402344,0.122558594,0.0546875,-0.072753906,-0.17871094,0.07128906,-0.06689453,0.030639648,-0.007751465,0.0390625,0.04321289,-0.052001953,-0.024780273,0.20410156,-0.067871094,0.036376953,0.06591797,0.03100586,0.008483887,-0.1953125,-0.0025177002,0.18457031,0.14355469,0.080566406,-0.012268066,0.07080078,-0.03112793,-0.021240234,-0.12695312,-0.18457031,0.024658203,0.08691406,-0.0048217773,0.109375,-0.055908203,0.19628906,0.057128906,0.10595703,0.07861328,-0.09423828,-0.08886719,-0.078125,-0.18945312,0.006286621,0.01159668,-0.05834961,-0.119628906,-0.09667969,-0.0063171387,0.07470703,-0.07910156,0.10546875,0.03112793,-0.014831543,0.068847656,0.032958984,-0.123046875,-0.053710938,-0.009155273,-0.057128906,0.06982422,-0.064453125,-0.0012130737,-0.050048828,-0.061523438,-0.061035156,-0.0061035156,-0.012817383,-0.13378906,0.0077209473,-0.14257812,-0.18164062,0.03491211,0.06347656,-0.031982422,-0.09375,0.030883789,-0.06738281,-0.04711914,-0.048339844,0.11669922,0.01361084,-0.029052734,-0.119628906,0.038085938,0.09326172,-0.0053710938,0.0025787354,0.043945312,0.19921875,-0.14453125,0.011474609,0.0024108887,0.10107422,0.084472656,0.009521484,-0.053466797,-0.01953125,-0.03930664,-0.055664062,0.18554688,0.016967773,0.09326172,-0.048339844,0.025390625,0.0234375,-0.029907227,-0.040527344,0.008850098,0.092285156,0.024291992,0.024169922,-0.16113281,0.15820312,0.032958984,-0.061767578,0.076171875,0.08886719,0.20117188,0.07080078,-0.07910156,0.055908203,0.0043640137,0.014892578,0.17675781,-0.007659912,-0.028808594,-0.06689453,0.08154297,-0.0107421875,-0.083496094,0.10595703,0.03881836,0.038330078,-0.03149414,0.049316406,0.023803711,0.078125,0.012390137,-0.032226562,0.06542969,0.05834961,0.13769531,-0.031982422,-0.056396484,-0.071777344,0.08544922,0.028198242,0.0020141602,-0.07080078,0.03466797,-0.040039062,-0.03125,0.08935547,-0.040283203,0.045898438,0.10986328,0.080566406,-0.087890625,-0.033203125,0.049072266,0.013977051,-0.020751953,0.0030822754,-0.13867188,-0.024414062,-0.09326172,-0.047607422,-0.075683594,0.010803223,-0.018798828,-0.068847656
0.15917969,0.095703125,-0.125,0.10253906,-0.036132812,-0.22949219,0.096191406,-0.14941406,0.015991211,0.14160156,0.039794922,-0.11425781,-0.08203125,0.014099121,-0.08886719,0.0061950684,-0.107421875,0.40625,-0.27148438,0.076171875,-0.088378906,0.043701172,-0.171875,0.023925781,-0.123535156,-0.043701172,-0.17871094,0.0017242432,0.057128906,-0.071777344,-0.15917969,-0.030639648,0.072753906,-0.12158203,-0.052246094,-0.18457031,0.03540039,0.09765625,0.012268066,0.08300781,0.061279297,0.25390625,0.020629883,0.01373291,-0.028442383,0.060791016,-0.07714844,0.05517578,0.028442383,-0.22753906,-0.0015335083,-0.14160156,0.053466797,-0.09423828,-0.1484375,0.018798828,0.055664062,-0.022583008,-0.030883789,-0.08544922,0.0078125,0.28125,-0.234375,-0.234375,0.09277344,-0.10058594,0.03466797,0.12695312,-0.024902344,0.19238281,0.10205078,-0.17578125,0.13867188,5.722046e-05,-0.27539062,0.05810547,-0.04663086,0.038085938,-0.09326172,-0.013549805,0.106933594,-0.040039062,-0.09667969,0.096191406,-0.12988281,-0.26757812,-0.123046875,0.15234375,0.21777344,0.068847656,-0.091796875,-0.02734375,-0.025878906,-0.088378906,-0.056640625,0.1328125,-0.008239746,-0.13769531,-0.20800781,-0.10888672,-0.078125,-0.072753906,0.020141602,-0.10498047,0.042236328,0.18261719,0.16015625,0.12792969,0.27539062,-0.22460938,0.020019531,-0.13574219,-0.12011719,-0.08251953,0.02709961,0.026245117,0.091308594,0.010070801,0.20507812,0.07861328,0.017089844,-0.08544922,-0.18359375,-0.05859375,-0.048095703,0.18261719,0.052001953,-0.08105469,0.09716797,0.0078125,0.0063171387,0.028930664,0.14550781,0.24609375,0.17089844,0.061523438,-0.030029297,-0.07080078,0.053955078,-0.18945312,-0.076660156,-0.1796875,0.11328125,-0.114746094,0.0017471313,-0.08691406,-0.17480469,-0.032226562,0.030883789,-0.027832031,0.0072021484,-0.099609375,-0.140625,0.07470703,-0.013549805,0.028442383,0.055664062,0.06347656,-0.16796875,0.10595703,-0.110839844,0.0703125,-0.10058594,-0.07128906,0.3125,-0.06591797,0.15136719,-0.018066406,-0.04736328,-0.21972656,-0.17578125,-0.14746094,-0.011352539,-0.19238281,0.05029297,0.04663086,0.14355469,0.080078125,-0.029785156,0.13964844,0.04321289,-0.19726562,-0.17675781,-0.0016326904,-0.122558594,-0.05419922,0.03149414,0.0029144287,0.028198242,0.09667969,-0.05078125,-0.010498047,-0.06982422,-0.12988281,-0.18066406,-0.02709961,-0.15820312,-0.21386719,0.0030212402,-0.061523438,0.20800781,0.13867188,0.16113281,-0.1796875,-0.004425049,-0.06347656,0.0068969727,-0.0044555664,-0.21191406,-0.16601562,-0.068847656,0.08105469,-0.027954102,0.0390625,-0.071777344,0.20019531,0.171875,-0.0859375,-0.13964844,0.05029297,0.15429688,0.21875,-0.20214844,-0.2890625,-0.27539062,-0.09814453,0.18261719,0.03100586,0.010009766,-0.034179688,0.06347656,-0.025390625,-0.028320312,0.119628906,-0.11230469,-0.19335938,0.045654297,0.015136719,-0.041015625,0.047607422,0.07128906,-0.007171631,-0.06298828,0.031982422,0.07324219,-0.23925781,0.091308594,-0.043701172,0.14550781,-0.11328125,0.017333984,-0.009887695,0.30273438,-0.019897461,0.15820312,0.064453125,0.016967773,0.056640625,-0.123535156,0.061523438,0.009887695,-0.26171875,-0.123046875,0.122558594,-0.08642578,0.04711914,-0.10986328,0.032470703,-0.20605469,-0.033691406,-0.0031280518,0.111816406,0.05029297,-0.040283203,-0.013793945,-0.2265625,0.034179688,-0.123535156,0.11035156,-0.1640625,-0.087890625,0.00970459,0.13574219,-0.031982422,-0.19140625,-0.0013122559,-0.30273438,0.020385742,-0.1875,0.0054626465,-0.17675781,-0.014953613,-0.027709961,-0.13964844,0.019042969,0.12597656,0.012084961,0.29101562,0.024169922,-0.11328125
