-0.19335938,0.16113281,0.029052734,-0.11035156,-0.11425781,-0.15527344,-0.15917969,0.21582031,0.35351562,0.14941406,0.03955078,-0.44921875,-0.12890625,0.35742188,-0.041503906,-0.044189453,-0.092285156,0.09863281,-0.22460938,0.048095703,0.16894531,-0.11376953,0.017578125,-0.27539062,-0.024169922,-0.10839844,-0.21191406,-0.057617188,-0.13476562,-0.23242188,0.06225586,-0.0390625,0.26171875,-0.25585938,-0.080078125,0.07421875,0.16015625,0.088378906,-0.01373291,-0.18066406,0.33398438,0.09423828,-0.09667969,0.07910156,-0.03466797,0.30859375,-0.26171875,-0.16796875,0.05444336,0.35351562,-0.33984375,0.27539062,-0.3203125,-0.19921875,-0.21484375,0.29882812,0.18164062,-0.041992188,0.14160156,-0.07861328,-0.3046875,0.15039062,-0.33007812,-0.14160156,-0.328125,-0.15234375,0.14648438,0.24511719,0.15429688,-0.12988281,-0.23144531,0.29882812,0.083984375,0.37890625,-0.36523438,-0.072265625,-0.016357422,-0.18261719,0.21777344,0.10253906,0.17382812,0.23730469,-0.42578125,-0.017089844,-0.24316406,-0.12597656,-0.24121094,-0.22558594,-0.140625,0.09423828,0.016235352,0.26367188,0.04345703,-0.060791016,0.09667969,0.48242188,-0.04248047,0.15234375,-0.22851562,0.111328125,0.29882812,-0.10595703,0.31640625,0.0064086914,0.27929688,0.0625,0.06933594,0.008422852,0.33007812,-0.27929688,-0.23339844,0.24023438,0.390625,0.14941406,0.33984375,-0.22265625,0.004058838,0.36523438,0.13671875,-0.03491211,-0.051513672,0.10888672,-0.09033203,-0.15527344,0.49023438,-0.11279297,-0.15722656,-0.016479492,0.13085938,0.1015625,0.05908203,-0.15429688,0.038085938,-0.20996094,0.09814453,-0.0703125,-0.05810547,-0.20800781,-0.21582031,0.042236328,-0.06591797,-0.05078125,0.017456055,0.08496094,0.6171875,0.1171875,0.26953125,-0.22363281,-0.22949219,-0.0039367676,-0.024658203,-0.140625,0.068847656,-0.15234375,0.1953125,-0.17578125,0.22558594,0.22265625,0.059570312,0.19628906,-0.064453125,-0.296875,0.0625,0.28125,0.23730469,0.23242188,-0.08544922,0.19042969,-0.06933594,-0.12792969,-0.32421875,0.31445312,-0.19921875,-0.31640625,0.14941406,-0.044677734,-0.25976562,-0.3203125,-0.067871094,-0.22363281,-0.061035156,0.05102539,0.030029297,0.23925781,0.34179688,0.15917969,-0.26757812,0.036865234,-0.010375977,-0.19140625,0.14355469,-0.28710938,0.014221191,-0.31835938,-0.296875,-0.20898438,-0.0022277832,0.052490234,0.15917969,-0.19140625,-0.017700195,-0.08105469,0.28710938,-0.31640625,-0.21289062,-0.16210938,0.045898438,-0.06542969,0.14746094,0.078125,0.14160156,-0.19433594,0.006866455,0.06591797,0.47070312,0.1328125,0.23339844,0.0048217773,-0.2421875,-0.051757812,-0.053466797,-0.21679688,-0.07910156,-0.015625,0.0859375,-0.47460938,-0.021240234,0.08251953,0.019897461,0.0019683838,0.14257812,-0.008117676,-0.06225586,0.3203125,0.23730469,-0.22167969,-0.012329102,-0.048339844,-0.24121094,0.05419922,-0.1875,0.16894531,0.119628906,-0.03100586,0.29296875,0.125,0.15625,-0.063964844,0.1953125,-0.00060653687,0.27929688,0.24902344,-0.16601562,-0.0020141602,-0.00049209595,0.08984375,0.24707031,0.004333496,-0.018554688,-0.10888672,-0.03466797,0.026855469,-0.453125,0.20996094,0.25585938,0.22851562,-0.32617188,0.40429688,0.0063476562,-0.051757812,0.19335938,0.19628906,-0.064453125,0.08642578,0.20410156,-0.041259766,-0.004699707,0.033203125,-0.27539062,-0.265625,0.20605469,0.15917969,0.23925781,0.34179688,0.06542969,-0.18554688,-0.29492188,0.09423828,-0.012268066,0.18261719,-0.12451172,-0.125,-0.110839844,0.029785156,0.16992188,-0.22363281,0.010925293,0.18164062,0.019897461,-0.05493164
0.080078125,0.10498047,0.049804688,0.053466797,-0.06738281,-0.12060547,0.03515625,-0.118652344,0.043945312,0.030151367,-0.056884766,-0.076171875,0.012878418,0.049804688,-0.08496094,-0.06347656,0.006286621,-0.04321289,0.020263672,0.013305664,-0.01953125,0.09277344,-0.171875,-0.0013198853,0.06542969,0.05834961,-0.08251953,0.0859375,-0.003189087,0.05859375,-0.03491211,-0.012329102,-0.048095703,-0.0030212402,0.056396484,0.014953613,-0.072265625,-0.052246094,0.09667969,0.04296875,-0.03540039,-0.07324219,0.032714844,-0.061767578,0.007873535,0.0035552979,-0.0087890625,0.0390625,0.038330078,0.044433594,0.06982422,0.012634277,-0.0044555664,-0.033203125,-0.04272461,0.09765625,-0.021606445,-0.037841797,0.0119018555,-0.013916016,-0.11328125,0.09326172,-0.03930664,-0.11621094,0.02331543,-0.015991211,0.026367188,0.107421875,-0.0046691895,0.096191406,0.027954102,-0.053955078,0.08544922,-0.036865234,-0.020263672,-0.08544922,0.125,0.14453125,0.026733398,0.15039062,0.052734375,-0.18652344,0.08154297,-0.010620117,-0.037353516,-0.07324219,-0.07519531,0.036132812,-0.13183594,0.006164551,0.05078125,0.045166016,0.010070801,-0.15039062,-0.060058594,0.057617188,-0.0069274902,0.01586914,-0.021362305,0.103515625,-0.00029182434,-0.046875,-0.016357422,-0.07861328,-0.06933594,0.016357422,-0.03149414,-0.01373291,-0.036621094,-0.08886719,-0.048095703,-0.013183594,-0.071777344,0.0058898926,-0.046142578,0.039794922,0.10058594,-0.049316406,0.075683594,0.03881836,-0.16699219,-0.096191406,-0.10107422,0.029052734,-0.057861328,-0.01928711,-0.04296875,-0.083984375,-0.019897461,0.051513672,0.008483887,-0.036132812,-0.14941406,-0.018554688,-0.036376953,-0.076660156,-0.03955078,-0.061523438,-0.020019531,0.041503906,0.036865234,-0.072265625,0.00592041,-0.06298828,0.007385254,-0.01586914,0.016113281,-0.014526367,0.0077209473,0.10107422,-0.005584717,0.014282227,-0.076171875,0.056396484,-0.012939453,0.030639648,-0.024902344,-0.09863281,0.032470703,-0.028076172,-0.08105469,0.020629883,0.016113281,-0.041992188,-0.03491211,-0.037597656,0.05493164,0.01373291,0.026855469,-0.05859375,-0.071777344,-0.12011719,-0.022827148,-0.1640625,-0.003616333,-0.059814453,0.07080078,-0.07714844,0.051757812,-0.04296875,-0.048339844,0.030029297,-0.06591797,-0.03173828,-0.048828125,-0.03491211,0.05883789,-0.0146484375,0.18066406,0.056884766,0.052490234,0.057861328,0.11669922,0.052001953,-0.053466797,0.018676758,-0.015625,0.0057678223,-0.07324219,-0.11621094,0.040527344,0.0625,-0.04321289,0.010559082,0.021728516,0.04248047,0.032714844,0.044189453,0.057617188,0.026123047,-0.018310547,-0.026977539,-0.0067443848,0.0050964355,-0.11621094,0.0036468506,0.057617188,-0.059570312,-0.088378906,0.013549805,0.045410156,-0.04638672,-0.017700195,-0.0625,0.034423828,-0.024169922,0.030883789,0.095703125,0.079589844,0.03930664,0.027954102,-0.0859375,0.08105469,0.06640625,-0.0004196167,-0.06933594,0.035888672,-0.034179688,0.044921875,-0.0077209473,-0.0074157715,-0.047607422,0.013977051,-0.099609375,0.024658203,-0.099609375,0.114746094,0.03173828,0.022094727,0.072265625,0.036865234,0.025634766,0.013671875,-0.02734375,0.00592041,-0.06738281,0.05053711,-0.028320312,-0.045166016,-0.017333984,0.021118164,0.03515625,-0.04296875,0.06640625,0.12207031,0.123535156,0.0039978027,0.045166016,-0.018554688,0.048339844,0.045166016,0.08691406,0.029418945,0.037597656,0.034423828,-0.07373047,-0.040283203,-0.14648438,-0.024414062,-0.01953125,0.006591797,-0.0018157959,-0.010925293,0.09326172,0.06542969,0.018432617,-0.09326172,-0.01574707,-0.07128906,-0.08935547,-0.07128906,-0.030151367,-0.013000488,0.016357422,-0.018310547,0.014831543,0.005004883,0.0036621094,0.047607422,-0.068847656
-0.026000977,0.16894531,0.03955078,-0.03149414,0.07470703,-0.14160156,0.21191406,-0.30078125,-0.06347656,0.103027344,0.22265625,0.123046875,0.024169922,0.018310547,-0.27929688,0.26757812,-0.06640625,-0.026855469,0.30664062,-0.15332031,-0.23828125,0.33984375,-0.02709961,-0.1484375,-0.10839844,-0.08496094,0.20117188,0.1796875,-0.030395508,-0.09375,-0.36523438,-0.041748047,-0.25390625,-0.16699219,-0.27539062,-0.12890625,-0.15820312,-0.36328125,0.0017776489,0.06689453,0.33789062,-0.34570312,0.12060547,-0.0034637451,0.08300781,-0.22558594,-0.20507812,-0.0071105957,-0.110839844,-0.12402344,0.34960938,0.42578125,0.32421875,0.20117188,0.044677734,-0.06591797,0.063964844,0.13183594,-0.07861328,0.2421875,-0.40625,-0.17480469,0.022705078,-0.087890625,0.27148438,-0.067871094,-0.32226562,-0.122558594,-0.21289062,0.11816406,0.25585938,0.05493164,0.11376953,-0.06591797,-0.48046875,0.23632812,0.096191406,-0.09277344,-0.12597656,-0.076660156,0.30078125,-0.040283203,0.087890625,-0.18359375,-0.32617188,0.23925781,-0.012512207,0.026855469,0.14550781,0.16113281,-0.203125,-0.12207031,-0.24511719,-0.01574707,-0.29296875,0.25,0.29296875,-0.34179688,0.20703125,-0.24414062,-0.10253906,-0.140625,0.15039062,-0.04663086,-0.09326172,0.0146484375,0.026489258,0.068359375,-0.16210938,-0.14355469,0.025390625,0.15039062,0.1484375,0.14355469,0.4765625,0.14648438,0.23632812,-0.14746094,-0.3984375,0.13085938,-0.18359375,0.08935547,-0.035888672,-0.07470703,0.05834961,-0.044921875,0.0066833496,0.13867188,0.0036621094,0.14355469,-0.099609375,-0.15136719,-0.15722656,-0.20703125,-0.087890625,0.1875,0.07519531,0.025268555,-0.00970459,0.08251953,0.19433594,0.09667969,-0.036132812,-0.140625,0.27539062,0.16796875,0.33007812,-0.036132812,0.013671875,-0.18457031,0.03881836,0.026245117,-0.08154297,-0.0021209717,-0.026367188,-0.060058594,0.18554688,-0.53515625,0.21875,-0.045410156,-0.20800781,0.021240234,-0.075683594,0.100097656,-0.057861328,-0.068847656,-0.21386719,0.14160156,0.12792969,0.09423828,-0.17480469,0.42773438,-0.0043029785,0.29101562,-0.20703125,-0.084472656,-0.015991211,-0.023925781,-0.20019531,-0.47265625,-0.29882812,-0.28125,-0.10253906,-0.13671875,-0.36523438,-0.13085938,-0.1796875,-0.19140625,0.22460938,-0.012878418,0.08691406,0.083496094,0.16503906,0.10498047,-0.059814453,0.51171875,-0.13867188,-0.05517578,0.18164062,-0.07128906,0.40820312,-0.17773438,-0.12158203,-0.2890625,0.16894531,-0.02722168,0.10205078,0.068359375,-0.20507812,-0.08935547,-0.25,0.36914062,-0.057373047,-0.056396484,0.16503906,-0.1640625,-0.16503906,0.19433594,-0.17578125,-0.04736328,0.23925781,-0.061523438,0.3671875,0.09277344,-0.30273438,0.044921875,0.15136719,0.08886719,0.1640625,0.022949219,-0.15917969,-0.10888672,-0.068847656,-0.16503906,0.12695312,-0.018920898,-0.020019531,0.007598877,0.12402344,-0.023925781,-0.12011719,-0.07421875,0.10107422,-0.3515625,0.092285156,-0.15527344,-0.010253906,0.08984375,0.078125,0.080078125,0.15820312,-0.16503906,-0.080566406,0.32226562,-0.13671875,-0.20117188,0.079589844,0.03857422,-0.28320312,-0.045898438,-0.018676758,-0.45703125,-0.234375,-0.11621094,0.2109375,0.09814453,-0.036865234,-0.10205078,0.02709961,-0.17089844,-0.07128906,0.072753906,0.01586914,0.12695312,-0.05908203,0.008850098,-0.26367188,-0.31445312,-0.12158203,0.12207031,0.14941406,0.203125,0.18066406,0.096191406,-0.06298828,-0.26757812,0.037353516,0.38671875,-0.21582031,0.2109375,0.21191406,0.34765625,-0.055908203,0.14453125,0.012390137,0.32421875,-0.0025482178,-0.0065307617,0.22070312,0.13867188
0.13183594,0.49609375,-0.11425781,-0.35351562,0.140625,0.052001953,0.49414062,-0.21875,-0.068359375,0.21484375,-0.39257812,0.029663086,0.20410156,-0.043945312,0.16796875,0.29492188,0.19140625,0.625,-0.17578125,-0.17382812,-0.25585938,0.29296875,-0.14550781,0.17089844,0.032226562,-0.25585938,0.34375,0.33398438,-0.25195312,0.11669922,-0.20898438,-0.107421875,-0.06347656,0.11816406,0.19726562,-0.16210938,-0.29101562,0.17578125,0.0119018555,-0.16015625,0.359375,-0.37109375,-0.09082031,0.19042969,0.41015625,-0.09472656,-0.39648438,-0.14355469,0.28515625,-0.01574707,-0.08544922,0.25585938,0.16308594,0.119140625,0.05517578,-0.30859375,0.09472656,-0.26171875,0.083984375,0.06689453,-0.003112793,0.06298828,-0.19921875,-0.21582031,0.044677734,-0.1328125,-0.036376953,-0.09082031,-0.23925781,0.020996094,0.19921875,-0.12890625,0.09863281,-0.12890625,0.017211914,-0.18261719,0.003479004,0.16503906,0.008911133,0.18164062,-0.017578125,-0.020996094,0.10205078,-0.18457031,-0.14355469,-0.028686523,-0.18359375,0.21582031,-0.08642578,0.12695312,0.23242188,-0.265625,0.20410156,0.20898438,-0.10888672,0.01586914,0.21972656,0.30273438,0.018310547,-0.045410156,-0.22851562,0.03173828,0.068847656,-0.08154297,-0.43359375,-0.25976562,0.055664062,-0.067871094,-0.20410156,-0.11279297,0.18652344,0.05053711,-0.11767578,-0.08935547,0.38867188,0.26171875,-0.21582031,-0.07470703,0.13867188,0.21972656,0.32617188,0.022949219,0.15429688,-0.01940918,-0.0134887695,0.0546875,-0.13378906,0.028686523,-0.12109375,-0.20996094,-0.19140625,-0.050048828,-0.061767578,0.10595703,0.12060547,0.12011719,0.075683594,0.080078125,0.028930664,-0.07519531,0.115722656,-0.05102539,0.12792969,0.006378174,-0.13671875,0.171875,0.07519531,-0.100097656,0.2109375,-0.2734375,0.17675781,0.16015625,0.17675781,0.20703125,-0.32421875,0.119628906,0.36523438,-0.115234375,-0.0703125,-0.14746094,0.22558594,-0.07373047,0.265625,0.09863281,-0.07128906,-0.13671875,0.07080078,-0.22753906,-0.15332031,0.010314941,-0.038085938,0.2109375,0.20410156,-0.12695312,-0.051513672,0.14453125,-0.044921875,-0.2890625,0.20703125,-0.11425781,-0.44335938,0.12890625,-0.106933594,-0.107421875,-0.5859375,0.025146484,-0.103515625,-0.34570312,-0.075683594,-0.25,0.140625,-0.25585938,0.20507812,-0.042236328,0.012512207,0.3828125,-0.234375,-0.23828125,0.10644531,0.21386719,0.25390625,-0.20996094,-0.064453125,-0.22265625,0.044677734,0.17578125,-0.16601562,-0.068847656,-0.08935547,-0.041015625,-0.091308594,0.16699219,-0.096191406,-0.21875,-0.20605469,-0.017700195,0.063964844,0.26953125,-0.31640625,-0.36523438,-0.03515625,0.06298828,-0.14648438,0.296875,-0.45898438,0.20703125,0.026245117,-0.125,-0.25390625,-0.035888672,-0.11328125,0.328125,0.06738281,0.4921875,0.16503906,-0.03466797,-0.103515625,-0.28125,0.20800781,0.21679688,0.18554688,0.1328125,-0.07910156,-0.17871094,-0.01965332,-0.095703125,-0.14160156,0.12109375,0.31640625,-0.18554688,-0.15429688,0.005493164,0.125,0.19335938,0.060791016,-0.033203125,-0.060058594,0.08886719,-0.041748047,0.13769531,-0.16601562,-0.14160156,0.10986328,-0.0859375,0.32421875,0.36914062,0.039794922,-0.18359375,-0.13964844,0.08154297,-0.10986328,0.0008087158,-0.27929688,0.047607422,-0.07714844,-0.061523438,-0.41210938,-0.20507812,-0.18066406,0.20214844,-0.18066406,-0.122558594,0.21679688,0.22753906,0.13378906,-0.1015625,-0.03125,0.29882812,-0.020996094,-0.21484375,0.064941406,-0.18945312,-0.3515625,0.265625,-0.28515625,0.015136719,0.16601562,-0.17773438,0.30273438,0.20214844
0.0703125,0.08691406,0.087890625,0.0625,0.06933594,-0.10888672,-0.08154297,-0.15429688,0.020751953,0.13183594,-0.11376953,-0.037353516,0.06933594,0.078125,-0.103027344,-0.09765625,0.044189453,0.10253906,-0.060791016,-0.036132812,-0.045410156,0.04736328,-0.12060547,-0.063964844,0.0022583008,0.037109375,-0.0029144287,0.11767578,0.061767578,0.063964844,0.08105469,-0.068847656,-0.021362305,0.05517578,-0.08544922,0.068847656,-0.12792969,-0.033203125,0.09863281,0.17578125,0.110839844,-0.03466797,-0.04711914,-0.008483887,0.035888672,0.103027344,0.026977539,-0.028686523,-0.005126953,0.10644531,0.059814453,0.09423828,0.033691406,-0.02709961,-0.09423828,0.0010299683,-0.048339844,0.034423828,0.08105469,-0.11328125,-0.08886719,0.035888672,-0.14550781,-0.24414062,-0.061523438,0.052978516,0.056884766,0.1796875,0.061035156,0.08691406,0.12402344,-0.040283203,0.022583008,0.17773438,-0.029663086,-0.029663086,0.1171875,0.03112793,-0.096191406,0.06640625,0.004699707,-0.080078125,0.06298828,-0.020629883,-0.0546875,-0.13574219,-0.06347656,0.083496094,-0.063964844,0.021484375,0.07714844,-0.037109375,-0.033691406,-0.18359375,-0.072753906,0.01586914,0.09326172,-0.061523438,-0.014221191,-0.0034484863,0.011108398,-0.15820312,-0.017089844,0.0061950684,-0.008728027,-0.080566406,-0.015258789,-0.087890625,0.003479004,-0.016113281,-0.012329102,0.09765625,-0.13964844,-0.0859375,-0.026855469,0.053955078,0.1328125,0.11279297,0.12109375,0.08544922,-0.0071105957,0.044677734,-0.14550781,-0.0032043457,-0.11767578,-0.06542969,0.07128906,-0.09423828,-0.030273438,0.12011719,0.080078125,-0.09472656,-0.16210938,-0.07763672,0.021240234,-0.08154297,0.0039367676,-0.15722656,-0.09814453,0.039794922,0.03930664,-0.009094238,0.103027344,0.067871094,-0.04272461,0.06347656,-0.049072266,0.020874023,-0.16699219,0.09326172,0.09375,0.006866455,0.053710938,0.052490234,-0.024414062,-0.032470703,-0.061523438,-0.005554199,0.096191406,0.037841797,0.012207031,-0.043945312,-0.0074768066,0.10546875,0.020385742,0.14550781,0.08203125,0.0057678223,0.0045776367,-0.09277344,-0.13867188,-0.057373047,-0.051513672,-0.13085938,-0.13964844,-0.020507812,-0.02709961,0.032714844,0.10498047,-0.0023345947,-0.022583008,0.00050354004,-0.110839844,0.08496094,-0.12988281,-0.017456055,-0.00035858154,0.107910156,0.08886719,0.044677734,0.025146484,0.023803711,0.08105469,0.02368164,-0.10986328,0.0053710938,-0.017700195,-0.033935547,-0.032958984,-0.1640625,0.095703125,-0.018310547,0.0053100586,-0.034423828,-0.044189453,-0.06640625,-0.017944336,-0.029663086,-0.007598877,-0.05126953,-0.05419922,0.08935547,-0.071777344,0.015258789,-0.08251953,-0.03173828,0.03564453,-0.021240234,-0.059326172,-0.013061523,0.046875,0.023071289,0.020996094,-0.07861328,-0.008056641,0.01953125,-0.005554199,0.041503906,0.027832031,0.01361084,0.03466797,-0.18261719,0.12011719,0.07421875,-0.041015625,-0.0099487305,0.04296875,-0.007293701,0.123046875,0.057617188,-0.053466797,-0.032226562,-0.009094238,-0.04663086,0.043945312,-0.05078125,0.068847656,0.0029907227,-0.004180908,-0.044189453,0.07373047,-0.012756348,0.06738281,0.006286621,0.07519531,-0.037841797,0.0048828125,0.044677734,-0.06738281,0.00970459,0.0047302246,0.020507812,0.07128906,0.17089844,0.17382812,0.055664062,0.091308594,-0.037353516,0.049804688,-0.03930664,0.044189453,0.0625,0.048583984,-0.053222656,0.048828125,-0.13085938,-0.028930664,-0.036132812,-0.060791016,-0.057373047,0.123046875,-0.08251953,-0.0119018555,0.125,0.0013580322,0.063964844,-0.10644531,-0.14355469,-0.042236328,0.024047852,-0.16894531,-0.08886719,-0.080566406,0.064941406,0.061279297,-0.04736328,-0.05883789,-0.047607422,0.014465332,-0.0625
0.14648438,-0.013793945,-0.019165039,-0.041503906,0.05102539,-0.095703125,-0.041992188,-0.15136719,-0.26367188,-0.11816406,0.052490234,-0.17480469,0.011291504,0.03930664,-0.23144531,0.036376953,0.13183594,0.046142578,0.0034332275,-0.03881836,-0.021728516,0.14648438,-0.080566406,-0.07861328,-0.09472656,-0.13574219,-0.09667969,0.010375977,0.103515625,-0.16699219,0.09033203,-0.12695312,-0.22070312,-0.026000977,-0.041503906,-0.22167969,0.13867188,0.05883789,-0.021118164,-0.14355469,0.0015563965,-0.12988281,0.1953125,-0.07373047,0.119628906,0.16601562,-0.014709473,0.11279297,0.328125,0.24316406,0.25195312,-0.0016860962,0.022094727,0.09716797,-0.20117188,0.099609375,-0.1484375,-0.19628906,0.15429688,-0.13085938,0.12792969,-0.0022277832,0.080566406,0.07470703,0.044433594,0.118652344,0.1796875,0.060302734,-0.005004883,0.1484375,0.17871094,0.084472656,0.052001953,0.19140625,-0.02319336,0.083496094,0.08105469,-0.007171631,0.25390625,0.17871094,-0.12988281,-0.23730469,0.12890625,-0.13183594,-0.24902344,0.23925781,-0.092285156,0.1875,-0.096191406,0.11767578,-0.095703125,-0.12060547,0.048095703,-0.039794922,0.021606445,0.029541016,0.15136719,-0.0019454956,0.09277344,0.061523438,-0.22460938,-0.21289062,0.015991211,-0.27539062,-0.034179688,0.05493164,-0.08935547,0.08105469,0.13085938,-0.17675781,-0.1484375,-0.061767578,0.10986328,0.11767578,-0.12988281,0.014587402,-0.13574219,-0.29492188,0.04736328,0.03466797,-0.14257812,-0.024047852,0.022827148,0.06347656,-0.03149414,0.047607422,0.026367188,0.06982422,-0.092285156,0.09375,-0.19433594,0.04272461,-0.12890625,0.107910156,-0.055419922,0.1015625,-0.0703125,-0.103515625,-0.09863281,-0.012573242,0.048583984,-0.08496094,-0.08203125,-0.050048828,-0.072265625,0.20410156,-0.15625,0.18359375,-0.10595703,-0.080078125,0.29882812,0.017211914,0.18652344,-0.07421875,-0.07714844,0.07373047,-0.079589844,-0.049072266,0.14257812,0.099609375,-0.060546875,0.026000977,0.1796875,0.3984375,-0.14355469,-0.18945312,0.06591797,-0.22558594,0.11425781,-0.08984375,-0.030029297,-0.024658203,-0.14941406,-0.15917969,-0.28710938,-0.021118164,0.18457031,-0.021850586,-0.030273438,0.12158203,-0.111328125,0.21289062,-0.040527344,-0.09814453,-0.030151367,0.039794922,-0.17578125,0.19042969,0.023925781,-0.07324219,-0.052246094,0.050048828,0.1875,0.1796875,-0.09082031,0.07421875,-0.09326172,-0.07861328,-0.043945312,-0.19238281,-0.328125,-0.15527344,-0.033203125,-0.047607422,0.118652344,-0.07373047,-0.23828125,0.22363281,0.11767578,-0.15039062,-0.064941406,-0.046142578,0.006652832,-0.09863281,-0.08886719,0.025024414,0.039794922,0.05908203,-0.21289062,0.05126953,0.071777344,0.16601562,0.17773438,-0.076660156,0.17578125,-0.27539062,-0.056396484,0.09423828,0.08642578,-0.049072266,0.12011719,-0.10888672,-0.104003906,-0.008911133,0.099121094,0.026611328,-0.080078125,-0.1484375,-0.13769531,-0.040771484,0.109375,-0.21582031,0.0703125,-0.12695312,0.10107422,0.1953125,-0.060302734,0.044189453,-0.036376953,0.10449219,0.068847656,-0.068359375,-0.06298828,-0.01928711,-0.014099121,-0.072265625,0.07128906,-0.03515625,-0.060058594,0.13476562,-0.03930664,0.06640625,-0.2890625,-0.057617188,0.31445312,0.20214844,0.012756348,0.19824219,-0.040771484,-0.09814453,-0.044189453,0.203125,-0.08203125,0.15625,0.057373047,-0.08984375,0.23925781,-0.068847656,0.16113281,-0.075683594,0.13183594,-0.20117188,0.053710938,0.12451172,-0.061279297,0.099121094,-0.01928711,0.05834961,-0.16894531,0.23144531,-0.09667969,0.01171875,-0.2578125,-0.22949219,-0.2734375,-0.05859375,0.20507812,0.041992188,0.16308594,0.020263672
0.15039062,0.12109375,0.25195312,-0.19042969,-0.17578125,0.08642578,0.11816406,-0.008483887,0.23925781,0.32617188,0.040527344,-0.03930664,-0.27148438,-0.06347656,0.0030975342,0.19238281,-0.115234375,0.2421875,-0.014770508,-0.103027344,-0.064941406,-0.091308594,0.18652344,-0.08251953,0.13574219,-0.09375,-0.1484375,-0.18945312,0.0546875,-0.028198242,0.015075684,0.059326172,-0.1015625,-0.043701172,-0.024658203,0.053955078,0.23242188,0.12158203,0.016235352,0.24316406,0.107910156,-0.080566406,0.006378174,-0.035888672,-0.029663086,-0.025024414,0.016479492,-0.15332031,0.14355469,0.07324219,-0.22753906,0.15625,-0.15722656,-0.07421875,-0.09863281,-0.265625,0.09716797,0.07470703,0.16796875,0.03173828,-0.24121094,-0.15625,0.13671875,0.010498047,-0.18847656,0.035888672,-0.014587402,0.12695312,-0.046142578,0.16015625,-0.09716797,0.09765625,0.111328125,0.05102539,-0.014038086,-0.122558594,0.11425781,0.40625,-0.017700195,0.037841797,-0.09082031,-0.13671875,-0.075683594,-0.17480469,0.24511719,-0.10888672,-0.22558594,0.048339844,0.18359375,0.07861328,0.019897461,-0.29101562,-0.06542969,-0.030639648,-0.096191406,-0.08984375,0.16699219,0.16308594,-0.09033203,-0.14257812,-0.28710938,-0.25,-0.091796875,-0.083984375,0.015991211,-0.22851562,0.17871094,-0.17089844,0.09716797,-0.028198242,-0.10839844,-0.17382812,-0.012451172,-0.10449219,-0.09667969,0.26953125,0.14648438,-0.1015625,-0.09814453,0.125,-0.0042419434,-0.016723633,-0.10253906,0.03173828,0.09716797,0.11279297,-0.12988281,0.072265625,0.14257812,0.09667969,0.083984375,0.014099121,-0.32421875,-0.07421875,-0.25390625,-0.1640625,0.12695312,0.019165039,-0.037353516,-0.08642578,0.0025024414,0.080566406,0.01586914,0.004852295,0.14941406,-0.072753906,0.16503906,-0.13867188,-0.025390625,0.1953125,-0.079589844,0.0107421875,-0.17871094,-0.09033203,0.084472656,-0.10888672,-0.36523438,-0.16503906,0.12158203,0.07763672,-0.041259766,0.20019531,0.07714844,-0.20996094,-0.0057678223,-0.12890625,0.037841797,-0.17480469,-0.032958984,-0.022705078,0.15722656,-0.25390625,-0.20117188,0.052001953,-0.30664062,-0.115234375,-0.037353516,0.23339844,-0.028930664,-0.003829956,-0.08691406,-0.13671875,-0.114746094,0.041748047,-0.33007812,0.012756348,0.042236328,0.03466797,0.013061523,0.033447266,0.12988281,-0.09423828,0.20117188,0.06982422,-0.13378906,-0.037109375,-0.19921875,-0.0007019043,-0.24511719,-0.18359375,0.083984375,0.16113281,0.08544922,-0.2890625,0.25390625,0.044921875,-0.046875,0.107421875,0.1328125,-0.31835938,-0.16894531,0.26757812,0.15527344,-0.040283203,0.06347656,-0.09814453,-0.10986328,-0.013061523,-0.07861328,-0.016845703,0.005706787,-0.00793457,-0.015625,0.096191406,0.056640625,0.0154418945,-0.08105469,-0.114746094,0.20507812,0.083496094,-0.029785156,0.0703125,0.029541016,0.11767578,0.15917969,0.18554688,-0.017333984,-0.08544922,0.079589844,0.23632812,0.025146484,0.13476562,-0.34960938,-0.07128906,-0.19921875,0.05859375,-0.14550781,-0.20800781,0.03564453,0.048828125,0.05834961,0.040771484,0.00970459,-0.033691406,-0.19433594,0.06738281,-0.003692627,0.15332031,0.10058594,0.020385742,-0.13671875,-0.033935547,-0.01928711,0.106933594,0.19824219,0.27148438,-0.0146484375,0.2578125,-0.053466797,-0.11035156,0.0154418945,0.25195312,0.10449219,-0.14355469,0.025268555,-0.0052490234,-0.203125,-0.17382812,0.05053711,0.024169922,0.096191406,-0.022094727,0.34765625,-0.030761719,-0.008239746,-0.020996094,-0.0703125,0.2109375,-0.016113281,0.19433594,-0.15625,-0.08496094,-0.038085938,0.072265625,0.072753906,-0.020874023,0.16113281,-0.022216797,0.17675781,-0.091796875
